@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"RT @CSbestC: John Shields with Pro-Finish is a full service interior trim work and fine woodworking company Colorado Springs area : http ...","13","3","0","140","22","0","0"
"RT @techreview: Unintentional Interfaces: Why Russian Dashcams Saw That Meteor http://t.co/ohtSrkFw","7","1","0","99","14","0","0"
"RT @ilovegeorgina: Today was the most fun I've had in ages! Helping people out really gives a different kind of fulfillment. #RescuePH","8","5","1","134","23","1","0"
"RT @SA_MFS: A sea of  @CFSAlerts @SA_MFS &amp; @SA_SES personnel were briefed @AdelaideAirport before heading to #NSWfires this arvo. http://t.…","7","5","0","146","21","1","1"
"RT @earthquake_jp: 【気象庁情報】08日　10時41分頃　伊予灘（N33.8/E132.3）にて　最大震度3（M4.4）の地震が発生。　震源の深さは50km。( http://t.co/wbVga258 ) #saigai #jishin #earthquake","0","0","0","224","20","3","0"
"RT @Sylvia9253: #RussianMeteor Where does this move? http://t.co/D4rMY2Ug","2","3","0","73","11","1","0"
"RT @Channel4News: Government minister says death toll in Bangladesh building collapse has risen to 161. #c4news","8","3","0","111","16","1","1"
"950 injured |  Russia cleans up after meteor strike  http://t.co/SbbtGSKl","5","2","0","73","12","0","1"
"I posted 17 photos on Facebook in the album BANGLADESH : Dhaka collapse death toll passes 675 http://t.co/m2SPzbHsQW","8","3","1","116","20","0","1"
"RT @martinlessard: «TheftSourcing»: Imbroglio autour d'une photo de La Presse et de Radio-Canada #lacmegantic, par @amicalmant http://t.co/…","9","2","0","144","21","1","0"
"Here we go again #earthquake","1","1","1","28","5","1","0"
"Bumuhos na naman ang malakas na ulan. :/ #MaringPH Maawa ka sa mga Pinoy. :( #PrayForThePhilippines","0","0","0","99","14","2","0"
"RT @cnnbrk: Colorado governor lifts statewide fire ban. http://t.co/hFtztydu","5","1","0","76","12","0","1"
"#RussianMeteor http://t.co/AXZ7zliG I laughed so hard when I saw this. Boy hot hella stacks","4","2","2","91","17","1","0"
"RT @NBCNews: BREAKING: Major quake hits near Costa Rica coast; Caribbean-wide tsunami watch issued http://t.co/i4mBTrzG","9","3","0","119","19","0","1"
"@d4_aspen Hey Asp! I have friends who live in Colorado Springs,CO and they are evacuating the city becuz of wild fires. Can you please (c)","11","7","3","138","26","0","1"
"Omg!  This will be f'n amusing  #RussianMeteor","2","2","0","46","8","1","0"
"Other/Attorney/In House/Colorado Springs, Colorado - USA-CO-Colorado Springs: License Management Analyst 3-Fin  ... http://t.co/W8w853M5","13","0","0","136","20","0","0"
"Happy 2014 folks. Thanks for giving Cork a great 2013!   -toney  #boracay #philippines","5","1","0","86","13","2","0"
"EvillySexyBitch   RT- 15 Killed in 5.8-Magnitude Quake in North Italy - David Icke Website http://t.co/hAotF0gH http://t.co/e19ynIZj","9","2","0","132","23","0","1"
"Last year I wondered upon the town of Lac Megantic Canada. It is located about 5 hours north of my home. It was... http://t.co/QpClGFYmV4","7","4","3","137","27","0","0"
"RT @iamMissKristine: Total blackout all over Zamboanga Peninsula #PabloPh","7","0","0","73","9","1","1"
"#RussianMeteor Can anybody help me??!!! I need a app that lets me block numbers! http://t.co/eWvKN403","4","5","3","101","18","1","0"
"Terremoto  7.9º En Costa Rica  Autoridades Locales entregan detalles de 6.7º, No se reportan mayores informaciones.","7","2","1","117","18","0","1"
"#Florissant / #Colorado / #UnitedStates #livecam #webcam World Wide Live Cam. http://t.co/8qRnDOC6","10","0","0","98","13","5","0"
"Planning for floods and fires: disasters are not natural anymore http://t.co/XQu73kGx #climate #australia #flooding #wildfire","11","3","0","125","18","4","0"
"RT @mrbrown: Blow wind blow! Blow where? Blow to Agung Laksono!   -My (mature) friend on Facebook. #sghaze","9","5","0","106","17","1","0"
"@Faitelson_ESPN si no recuerdan ayer hubo un terremoto en Costa Rica, creo que preocuparse por eso es mas importante que el partido con Mex","5","3","2","139","24","0","1"
"87 dead in Bangladesh garment factory collapse (free @StarAdvertiser content) By @AP http://t.co/3iPZSszgPH","7","0","0","107","16","0","1"
"They are illegal in Colorado Springs! =) RT @KennyKingz: This is America..if we want to give our babies sparklers to play with we will","6","6","3","134","24","0","0"
"Bomberos de San Marcos (sur-occidente) reportan alrededor de 15 fallecidos y más de 100 personas desaparecidas por terremoto en Guatemala","7","1","0","138","22","0","1"
"RT @ROZAMORA: Magnitud terremoto en Costa Rica es de 7,6 y se levantan las alertas de tsunami. El SHOA dará posible comunicado.","7","3","1","128","23","0","1"
"RT @TD_Deportes: Alineación #CostaRica: Navas; Acosta, González, Umaña, Salvatierra; Oviedo, Cubero, Barantes, Bolaños; Campbell y Saborío","15","0","0","143","21","1","0"
"@SancheezyRican Bangladesh police interrogate building's owner: SAVAR, Bangladesh (AP) — A Bangladesh court has given p...  @tobeymonster","12","2","0","139","17","0","1"
"#earthquake# M 4.3, southern Peru: Saturday, September 15, 2012 23:41:25 UTCSaturday, September 15, 2012 06:41:2... http://t.co/AKN34ZeL","8","0","0","136","24","1","0"
"BHP donates $1million to QLD flood appeal http://t.co/zWexOBe6","4","2","0","62","11","0","1"
"How freaky is the meteor that hit earth in Russia #wow","3","2","0","54","11","1","1"
"RT @g1: Forte terremoto atinge a Costa Rica e gera alerta de tsunami. Ainda não informações sobre vítimas ou danos http://t.co/Rv2X5PNH","8","2","1","139","27","0","1"
"RT @jolandaverburg: Wat is jouw bijdrage aan uitbannen #slavernij? Schone #kleding. #Bangladesh http://t.co/ofjfq8amgb","8","3","3","118","16","3","0"
"RT @unicefphils: Justin Bieber arrived in #Tacloban today to visit children affected by Typhoon through @UNICEF #Haiyan #YolandaPH  #GiveBa…","12","4","0","142","19","4","1"
"5.5 #Earthquake TUE SEP 11 22:27:45 CDT 2012 near Crete, Greece http://t.co/aAuIhHd4","7","0","0","84","18","1","0"
"RT @BronwynHemsley: ! RT @702sydney: Another photo of the @NSWRFS firefighter crawling out of flames at #faulconbridge backburn #nswfires h…","11","2","0","142","19","2","1"
"Traffic lights out on Bundall Rd and Bermuda. Take care. #bigwet #goldcoast @612brisbane @abcgoldcoast","10","2","0","102","14","2","1"
"RT @ASOT600CA: Que buenaaaaaas fotos @arminvanbuuren #Elsalvador #guatemala #costarica #honduras #nicaragua @panama http://t.co/1VsKkszL","10","3","1","136","16","5","0"
"RT @msnNOW: Chaos of Brazil nightclub fire captured on amateur video http://t.co/FtTM9MHa","7","1","0","89","15","0","1"
"@welikechopin #gazebo non dimenticatevi di noi !! #ForzaSardegna #Sardegna","3","2","1","74","8","3","1"
"EU, Canada release aid money for PHL flood victims : European Union and Canada are supporting Philippine efforts... http://t.co/xnrAqLSV","12","3","0","137","21","0","1"
"RT @nacion Vecinos de Nandayure informan que torre de la iglesia se cayó. #temblorcr // @monterocnn","7","4","2","100","15","1","1"
"RT @lafoto: la casa de mi hermana en Montezuma en Guanacaste con el piso levantado #temblorcr","8","0","0","93","16","1","1"
"#Temblor♨ M 3.2, 40km ENE of Sterling, Alaska http://t.co/DOAfMYmw #Earthquake #Sismo","9","1","0","87","15","3","0"
"major fires in Australia cause climate change alarm. Yet similar events date back tens of thousands of years. No human impact then","11","0","0","130","22","0","0"
"2 DAYS LEFT! Make sure your Y Natural Purchase Supports the Queensland Flood Appeal 2013... Here at Y Natural... http://t.co/1CeBQ3Vs","10","3","0","133","23","0","0"
"RT @monicafrassoni: #Sardegna Mi sono un po' scocciata di questa colpa eterna dei politici: ma chi vota quelli che fanno i condoni? @GreenI…","8","5","4","142","23","1","0"
"I miss my sister already. #colorado","2","1","1","35","6","1","0"
"برتغالية تعيش في #دبي تصل إلى قمة جبل إيفيرست خلال يومين. التفاصيل هنا: http://t.co/40ydGp2Q4X #UAE #Dubai #Everest #Portugal #Bangladesh","0","0","0","193","9","6","1"
"@amitvkaushik Poncha Springs Colorado CO http://t.co/mIFtULJy","5","0","0","61","9","0","0"
"Haha : He published every thing http://t.co/WJ1wI1QU  #bigwet","5","1","1","61","10","1","0"
"Fire evacuation sparks panicked pet exodus - When evacuation orders came at 3 p.m. last Tuesday in Colorado Springs,... http://t.co/BgmVp92D","8","3","0","140","23","0","1"
"RT @JanEzkieXD: uwi n dw c #YolandaPH mmyang madaling arw kc dw my ALBUM LAUNCH c @beabinene tom kaya need nya umalis mmya! ;D *KatxtKoEh* …","0","0","0","142","25","1","0"
"General Contractor Serving, #COFlood #Evergreen #Jeffco","9","0","0","55","6","3","0"
"vía @vicky_joseph: Privan de libertad a hombre en #Falcón por la muerte de su cónyuge. Le causó varias heridas con un arma blanca.","10","1","1","134","26","1","0"
"¡Me fascina ese lugar! RT @CNNEE #Tikal, una metrópoli que preserva las maravillas del mundo #maya http://t.co/x3nLfVLV  #Guatemala","11","2","2","133","22","3","0"
"RT @ValeriaCheglov: Definitely not a white shirt day #bigwet","5","0","0","60","9","1","0"
"RT @JamalsNews: Scene from #Dhaka during todays anti-gov protest #SiegeDhaka #Bangladesh #BanglaSpring  http://t.co/v5qnpyLzQA","11","0","0","126","17","4","0"
"Aptly named Creek St under water in the #Brisbane CBD #bigwet http://t.co/AHeniZRH","8","2","0","82","15","2","1"
"【#USGS #alert】 M 1.3, Central Alaska: September 07, 2012 09:36:06 GMT http://t.co/vSpJ5wU1 #earthquake #tsunami #prayfromjapan","13","0","0","130","21","4","0"
"Bundaberg store owner affected by flooding: Thank God for insurance. Wouldn't be too sure about that. #readthefineprint #bigwet","8","6","0","127","19","2","1"
"@CDeLollis @dvcarey2 I know!!!  Floods, fire and hot temps! That's Australia. ❤ It here though!","5","3","2","97","15","0","0"
"RT @WWF_Australia: Unique image of the QLD flood plumes from @Cmdr_Hadfield on Int. Space Station, our thoughts are with those affected  ...","10","2","0","140","21","0","1"
"RT @BinaNepram: @mg2411 #Bangladesh's Chittagong Hill Tract Peace Accord is a non-functioning one.Jumma pple living CHT continue to face ri…","11","6","0","142","23","1","0"
"MT @Journo_Ash: #wind_gusts Outside sounds like it is going to shatter my bedroom windows any sec now #bigwet #qld The Reporter NP #brisbane","12","6","1","140","23","4","0"
"#quake  [Qedpost] QED NUMBER 2-258 http://t.co/i9xT4dWl","0","0","0","55","10","1","0"
"News: Costa Rica escapes serious damage from big quake: The bulletins were terrifying: a po... http://t.co/Dlj3rlpE http://t.co/1Dhcy6ki","9","2","0","136","23","0","1"
"RT @nicopoli: Yes, remove the pork. Then you'll know who really has the heart to serve. #Philippines #PDAF #PorkBarrel #MaringPH","12","5","1","128","21","4","0"
"Where can I locate this?  Canada #RussianMeteor http://t.co/xYJ9JFiV","3","3","1","68","11","1","0"
"RT @JoshLindenstein: View of #Boulder #FlagstaffFire from #CoorsField upper deck. @Rockies http://t.co/HtMwpJCJ","7","1","0","111","15","3","0"
"@jun_veneracion naiiyak ka na rin tuloy ☹ @24_Oras #24Oras #YolandaPH","0","0","0","71","9","2","1"
"GREAT POINT #BIGWET #QLDFLOODS #NSWFLOODS MT @TheFireTracker2 @nswfire People took axes into the attic during #katrina  SELF #rescue #qld","19","2","0","137","19","6","0"
"Hubo terremoto en Costa Rica .! O:","3","0","0","34","6","0","1"
"#RNN l #Bangladesh l Bangladesh rescue operation near end; collapse death toll at 1,127  A series of deadly... http://t.co/8a8KTMJ3lG","13","0","0","133","23","2","1"
"Fox Insider: Brazil Nightclub Fire Kills 245 People At Least: A fire swept through a crowded nightclub in southe... http://t.co/SB8dEsZV","10","2","0","136","23","0","1"
"#rescueph James are you able to verify this? http://t.co/LAtIGAvM","3","2","1","65","12","1","0"
"@MRmusica pasenla super bien :) Mil besos desd #CostaRIca :DDDD","5","1","0","63","9","1","0"
"RT @abccapricornia: Light cars are now able to cross Yeppen with escort - delays could be possible #bigwet #qldfloods","10","4","0","117","18","2","0"
"RT @resqian: My #shortfilm about #coastguard #helicopter #rescueswimmer #cliff #rescue #training Check it out! http://t.co/3q9NC8RyyY","14","1","1","133","18","7","0"
"RT @Trevornoah: And so it ends. #RedOctober march is abandoned after mother nature turns skies of Johannesburg black.  #ThatsAllFolks","9","4","1","133","19","2","0"
"RT @dianitariego: @Crisjimenez95: La puta madre &lt;/3 Demasiado fuerte #PrayForBrazil http://t.co/i2xLIL7g &lt;/3","7","2","0","114","17","1","0"
"#rescueph The easiest way to get tv on your phone? http://t.co/sEUVUGJU http://t.co/Bn1UKinn fufu","5","3","1","97","19","1","0"
"RT @hutterdesign: Cala Soraya, la nostra spiaggia preferita a Spargi, arcipelago di La Maddalena,  #Sardegna. http://t.co/X1rWBvLzig RT via…","9","3","0","142","21","1","1"
"oh ALLAH protect my brothers in bangladesh: #savebangladesh #Bangladesh","6","1","0","71","9","2","0"
"#RussianMeteor http://t.co/EBj5CK5H lol I love you so much for this.","1","1","2","68","13","1","0"
"Bangladesh Dhaka building collapse leaves 80 dead - BBC News  http://t.co/WAw25OGk7k","7","1","0","84","13","0","1"
"Fires could head toward Sydney http://t.co/7TMhkCWzKZ #news","5","2","0","59","10","1","1"
"Hubo un terremoto en Costa Rica de 7.9 grados y hay alerta de tsunami para Ecuador y no hay nada en twitter al respecto?","7","2","1","120","25","0","1"
"RT @nswfire: Effective immediately @nswfire refers to urgent #nswfires #emergency levels as 1 #emergencywarning 2 #emergencyalert 3 #nswsta…","10","3","0","142","18","5","1"
"RT @LAFD: *#Earthquake* Pursuant of protocol LAFD now in 'Earthquake Emergency Mode' due to 12:03 AM PDT #LAquake… http://t.co/o75B7Q5Q","13","0","0","137","23","1","0"
"RT @CanberraCamper: Government instrumentalities #argh #nswfires","7","0","0","64","6","2","0"
"RT @INGVterremoti: #terremoto Ml:2.4 2012-09-08 00:04:27 UTC Lat=41.68 Lon=12.72 Prof=8.5Km Prov=ROMA","10","0","0","101","24","1","0"
"so sad that young child died due to his parents foolish choices. #lifelessons #bigwet","7","1","0","85","14","2","0"
"Totally can't comprehend this.  #RussianMeteor","2","2","0","46","6","1","0"
"【#USGS #alert】 M 2.0, Southern California: September 10, 2012 16:12:05 GMT http://t.co/Ta4SWypg #earthquake #tsunami #prayfromjapan","14","0","0","135","21","4","0"
"#Shahbag #Bangladesh #BNP #Zia #letter #Pakistan সৈয়দ বোরহান কবীর : একটি দুর্লভ চিঠি আমাদের হাতে এসেছে। (cont) http://t.co/m6qEwqfEwb","0","0","0","221","11","6","0"
"Flooding hits eastern Australia: Hundreds of homes are inundated and and several people reported missing as floo... http://t.co/m6pwuiC5","6","5","0","136","21","0","1"
"Con il dovuto rispetto, a me, le donazioni a mezzo sms per catastrofi di ogni genere, sono sempre parse una colossale fregatura.#Sardegna","5","2","1","137","23","0","1"
"we all in Australia we have had bush fires flooding in all 2 weeks and still going","4","4","2","82","17","0","1"
"masuk berita harini russia kena serang meteor...","0","0","0","48","7","0","1"
"RT @maxbdilla: #mmda September 6, 2012 #MMDA #earthquake #calamity #drill with Chairman Tolentino  http://t.co/wxid72Dp @DZMMTeleRadyo","13","1","0","134","18","5","0"
"RT @HVKPush: @alka_nemo @zion @TheBossMontana  Ya Heard!! #RedOctober","7","0","0","69","8","1","0"
"RT @linzwashburn: #earthquake damage... @datbumo's backpack fell over. http://t.co/9E4EyjD4","6","2","0","91","13","1","0"
"Stay Safe everyone! #floodsph","4","1","0","29","4","1","1"
"Flashback Maine protesters arrested for trying to block oil train to Canada |/http://t.co/yOVxUzHxvl","8","3","0","100","16","0","0"
"RT @TrishaChance: @greysonchance Please pray for Davao Enchancers here in Philippines. #Typhoon","7","1","0","95","12","1","1"
"RT @ponterf: PDVSA Roja Rojita? Quien es el que la Politizo? #Amuay http://t.co/PklMwHk2 http://t.co/9ENCrV0U","9","0","2","109","20","1","0"
"Bloomberg: Colorado Fire Death Trap: A Libertarian’s Dream  http://t.co/QgSyv46h","8","0","0","82","13","0","1"
"Felicidades a el equipo de baloncesto de #SanMarcos por su cuarta corona consecutiva","5","0","0","84","13","1","0"
"RT @aguywithnolife: Must suck to be anyone in California who was getting a tattoo when that #earthquake just happened.","7","6","0","118","19","1","0"
"Wildfires threaten Sydney: More than 70 fires are raging across Australia's most populous state, now threateni... http://t.co/IX1lWuQYG4","5","3","0","136","21","0","1"
"Chocolate Hills #bohol #2010 #TBT http://t.co/IYv76oJo12","6","0","0","56","9","3","0"
"#TERREMOTO da stamattina alle 9 ci sono state 130 scosse, 64 sopra forza 3 di magnitudo http://t.co/o4XgXJpU @retwitto_tutti @SpazioTweet","6","2","1","137","22","1","1"
